"","rural_urban","favorite_count","retweet_count","official_private"
"6557","Urban",0,1,"Personal"
"6558","Urban",0,1,"Personal"
"6559","Urban",0,1,"Personal"
"6560","Urban",0,1,"Personal"
"6561","Urban",0,1,"Personal"
"6562","Urban",0,1,"Personal"
"6563","Urban",0,1,"Personal"
"6564","Urban",0,1,"Personal"
"6565","Urban",0,1,"Personal"
"6566","Urban",0,1,"Personal"
"6567","Urban",0,1,"Personal"
"6568","Urban",0,1,"Personal"
"6569","Urban",0,1,"Personal"
"6570","Urban",0,1,"Personal"
"6571","Urban",0,1,"Personal"
"6572","Urban",0,1,"Personal"
"6573","Urban",0,1,"Personal"
"6574","Urban",0,1,"Personal"
"6575","Urban",0,1,"Personal"
"6576","Urban",0,1,"Personal"
"6577","Urban",0,1,"Personal"
"6578","Urban",0,1,"Personal"
"6579","Urban",0,1,"Personal"
"6580","Urban",0,1,"Personal"
"6581","Urban",0,1,"Personal"
"6582","Urban",0,1,"Personal"
"6583","Urban",0,1,"Personal"
"6584","Urban",0,1,"Personal"
"6585","Urban",0,1,"Personal"
"6586","Urban",0,1,"Personal"
"6587","Urban",0,1,"Personal"
"6588","Urban",0,1,"Personal"
"6589","Urban",0,1,"Personal"
"6590","Urban",0,0,"Personal"
"6591","Urban",0,0,"Personal"
"6592","Urban",0,0,"Personal"
"6593","Urban",0,0,"Personal"
"6594","Urban",0,0,"Personal"
"6595","Urban",0,0,"Personal"
"6596","Urban",0,0,"Personal"
"6597","Urban",0,0,"Personal"
"6598","Urban",0,0,"Personal"
"6599","Urban",0,0,"Personal"
"6600","Urban",0,0,"Personal"
"6601","Urban",0,0,"Personal"
"6602","Urban",0,0,"Personal"
"6603","Urban",0,0,"Personal"
"6604","Urban",0,0,"Personal"
"6605","Urban",0,0,"Personal"
"6606","Urban",0,0,"Personal"
"6607","Urban",0,0,"Personal"
"6608","Urban",0,0,"Personal"
"6609","Urban",0,0,"Personal"
"6610","Urban",0,0,"Personal"
"6611","Urban",0,0,"Personal"
"6612","Urban",0,0,"Personal"
"6613","Urban",0,0,"Personal"
"6614","Urban",0,0,"Personal"
"6615","Urban",0,0,"Personal"
"6616","Urban",0,0,"Personal"
"6617","Urban",0,0,"Personal"
"6618","Urban",0,0,"Personal"
"6619","Urban",0,0,"Personal"
"6620","Urban",0,0,"Personal"
"6621","Urban",0,0,"Personal"
"6622","Urban",0,0,"Personal"
"6623","Urban",0,0,"Personal"
"6624","Urban",0,0,"Personal"
"6625","Urban",0,0,"Personal"
"6626","Urban",0,0,"Personal"
"6627","Urban",0,0,"Personal"
"6628","Urban",0,0,"Personal"
"6629","Urban",0,0,"Personal"
"6630","Urban",0,0,"Personal"
"6631","Urban",0,0,"Personal"
"6632","Urban",0,0,"Personal"
"6633","Urban",0,0,"Personal"
"6634","Urban",0,0,"Personal"
"6635","Urban",0,0,"Personal"
"6636","Urban",0,0,"Personal"
"6637","Urban",0,0,"Personal"
"6638","Urban",0,0,"Personal"
"6639","Urban",0,0,"Personal"
"6640","Urban",0,0,"Personal"
"6641","Urban",0,0,"Personal"
"6642","Urban",0,0,"Personal"
"6643","Urban",0,0,"Personal"
"6644","Urban",0,0,"Personal"
"6645","Urban",0,0,"Personal"
"6646","Urban",0,0,"Personal"
"6647","Urban",0,0,"Personal"
"6648","Urban",0,0,"Personal"
"6649","Urban",0,0,"Personal"
"6650","Urban",0,0,"Personal"
"6651","Urban",0,0,"Personal"
"6652","Urban",0,0,"Personal"
"6653","Urban",0,0,"Personal"
"6654","Urban",0,0,"Personal"
"6655","Urban",0,0,"Personal"
"6656","Urban",0,0,"Personal"
"6657","Urban",0,0,"Personal"
"6658","Urban",0,0,"Personal"
"6659","Urban",0,0,"Personal"
"6660","Urban",0,0,"Personal"
"6661","Urban",0,0,"Personal"
"6662","Urban",0,0,"Personal"
"6663","Urban",0,0,"Personal"
"6664","Urban",0,0,"Personal"
"6665","Urban",0,0,"Personal"
"6666","Urban",0,0,"Personal"
"6667","Urban",0,0,"Personal"
"6668","Urban",0,0,"Personal"
"6669","Urban",0,0,"Personal"
"6670","Urban",0,0,"Personal"
"6671","Urban",0,0,"Personal"
"6672","Urban",0,0,"Personal"
"6673","Urban",0,0,"Personal"
"6674","Urban",0,0,"Personal"
"6675","Urban",0,0,"Personal"
"6676","Urban",0,0,"Personal"
"6677","Urban",0,0,"Personal"
"6678","Urban",0,0,"Personal"
"6679","Urban",0,0,"Personal"
"6680","Urban",0,0,"Personal"
"6681","Urban",0,0,"Personal"
"6682","Urban",0,0,"Personal"
"6683","Urban",0,0,"Personal"
"6684","Urban",0,0,"Personal"
"6685","Urban",0,0,"Personal"
"6686","Urban",0,0,"Personal"
"6687","Urban",0,0,"Personal"
"6688","Urban",0,0,"Personal"
"6689","Urban",0,0,"Personal"
"6690","Urban",0,0,"Personal"
"6691","Urban",0,0,"Personal"
"6692","Urban",0,0,"Personal"
"6693","Urban",0,0,"Personal"
"6694","Urban",0,0,"Personal"
"6695","Urban",0,0,"Personal"
"6696","Urban",0,0,"Personal"
"6697","Urban",0,0,"Personal"
"6698","Urban",0,0,"Personal"
"6699","Urban",0,0,"Personal"
"6700","Urban",0,0,"Personal"
"6701","Urban",0,0,"Personal"
"6702","Urban",0,0,"Personal"
"6703","Urban",0,0,"Personal"
"6704","Urban",0,0,"Personal"
"6705","Urban",0,0,"Personal"
"6706","Urban",0,0,"Personal"
"6707","Urban",0,0,"Personal"
"6708","Urban",0,0,"Personal"
"6709","Urban",0,0,"Personal"
"6710","Urban",0,0,"Personal"
"6711","Rural",0,671,"Personal"
"6712","Rural",0,138,"Personal"
"6713","Rural",0,129,"Personal"
"6714","Rural",0,112,"Personal"
"6715","Rural",0,63,"Personal"
"6716","Rural",0,62,"Personal"
"6717","Rural",0,60,"Personal"
"6718","Rural",0,56,"Personal"
"6719","Rural",0,48,"Personal"
"6720","Rural",0,47,"Personal"
"6721","Rural",0,39,"Personal"
"6722","Rural",0,38,"Personal"
"6723","Rural",0,36,"Personal"
"6724","Rural",0,35,"Personal"
"6725","Rural",0,33,"Personal"
"6726","Rural",0,31,"Personal"
"6727","Rural",0,30,"Personal"
"6728","Rural",0,28,"Personal"
"6729","Rural",0,26,"Personal"
"6730","Rural",0,26,"Personal"
"6731","Rural",0,23,"Personal"
"6732","Rural",0,20,"Personal"
"6733","Rural",0,19,"Personal"
"6734","Rural",0,18,"Personal"
"6735","Rural",0,16,"Personal"
"6736","Rural",0,16,"Personal"
"6737","Rural",0,15,"Personal"
"6738","Rural",0,12,"Personal"
"6739","Rural",0,11,"Personal"
"6740","Rural",0,10,"Personal"
"6741","Rural",0,9,"Personal"
"6742","Rural",0,8,"Personal"
"6743","Rural",0,8,"Personal"
"6744","Rural",0,7,"Personal"
"6745","Rural",0,7,"Personal"
"6746","Rural",0,6,"Personal"
"6747","Rural",0,6,"Personal"
"6748","Rural",0,6,"Personal"
"6749","Rural",0,5,"Personal"
"6750","Rural",0,5,"Personal"
"6751","Rural",0,5,"Personal"
"6752","Rural",0,4,"Personal"
"6753","Rural",0,4,"Personal"
"6754","Rural",0,3,"Personal"
"6755","Rural",0,3,"Personal"
"6756","Rural",0,3,"Personal"
"6757","Rural",0,3,"Personal"
"6758","Rural",0,2,"Personal"
"6759","Rural",0,2,"Personal"
"6760","Rural",0,2,"Personal"
"6761","Rural",0,2,"Personal"
"6762","Rural",0,2,"Personal"
"6763","Rural",0,2,"Personal"
"6764","Rural",0,2,"Personal"
"6765","Rural",0,2,"Personal"
"6766","Rural",0,2,"Personal"
"6767","Rural",0,2,"Personal"
"6768","Rural",0,1,"Personal"
"6769","Rural",0,1,"Personal"
"6770","Rural",0,1,"Personal"
"6771","Rural",0,1,"Personal"
"6772","Rural",0,1,"Personal"
"6773","Rural",0,1,"Personal"
"6774","Rural",0,1,"Personal"
"6775","Rural",0,1,"Personal"
"6776","Rural",0,1,"Personal"
"6777","Rural",0,1,"Personal"
"6778","Rural",0,1,"Personal"
"6779","Rural",0,1,"Personal"
"6780","Rural",0,1,"Personal"
"6781","Rural",0,1,"Personal"
"6782","Rural",0,1,"Personal"
"6783","Rural",0,1,"Personal"
"6784","Rural",0,1,"Personal"
"6785","Rural",0,1,"Personal"
"6786","Rural",0,1,"Personal"
"6787","Rural",0,1,"Personal"
"6788","Rural",0,1,"Personal"
"6789","Rural",0,0,"Personal"
"6790","Rural",0,0,"Personal"
"6791","Rural",0,0,"Personal"
"6792","Rural",0,0,"Personal"
"6793","Rural",0,0,"Personal"
"6794","Rural",0,0,"Personal"
"6795","Rural",0,0,"Personal"
"6796","Rural",0,0,"Personal"
"6797","Rural",0,0,"Personal"
"6798","Rural",0,0,"Personal"
"6799","Rural",0,0,"Personal"
"6800","Rural",0,0,"Personal"
"6801","Rural",0,0,"Personal"
"6802","Rural",0,0,"Personal"
"6803","Rural",0,0,"Personal"
"6804","Rural",0,0,"Personal"
"6805","Rural",0,0,"Personal"
"6806","Rural",0,0,"Personal"
"6807","Rural",0,0,"Personal"
"6808","Rural",0,0,"Personal"
"6809","Rural",0,0,"Personal"
"6810","Rural",0,0,"Personal"
"6811","Rural",0,0,"Personal"
"6812","Rural",0,0,"Personal"
"6813","Rural",0,0,"Personal"
"6814","Rural",0,0,"Personal"
"6815","Rural",0,0,"Personal"
"6816","Rural",0,0,"Personal"
"6817","Rural",0,0,"Personal"
"6818","Rural",0,0,"Personal"
"6819","Rural",0,0,"Personal"
"6820","Rural",0,0,"Personal"
"6821","Rural",0,0,"Personal"
"6822","Rural",0,0,"Personal"
"6823","Rural",0,0,"Personal"
"6824","Rural",0,0,"Personal"
"6825","Rural",0,0,"Personal"
"6826","Rural",0,0,"Personal"
"6827","Rural",0,0,"Personal"
"6828","Rural",0,0,"Personal"
"6829","Rural",0,0,"Personal"
"6830","Rural",0,0,"Personal"
"6831","Rural",0,0,"Personal"
"6832","Rural",0,0,"Personal"
"6833","Rural",0,0,"Personal"
"6834","Rural",0,0,"Personal"
"6835","Rural",0,0,"Personal"
"6836","Rural",0,0,"Personal"
"6837","Rural",0,0,"Personal"
"6838","Rural",0,0,"Personal"
"6839","Rural",0,0,"Personal"
"6840","Rural",0,0,"Personal"
"6841","Rural",0,0,"Personal"
"6842","Rural",0,0,"Personal"
"6843","Rural",0,0,"Personal"
"6844","Rural",0,0,"Personal"
"6845","Rural",0,0,"Personal"
"6846","Urban",2515,198,"Personal"
"6847","Urban",1592,288,"Personal"
"6848","Urban",1566,231,"Personal"
"6849","Urban",1326,113,"Personal"
"6850","Urban",1250,191,"Personal"
"6851","Urban",1199,305,"Personal"
"6852","Urban",1188,76,"Personal"
"6853","Urban",983,52,"Personal"
"6854","Urban",939,206,"Personal"
"6855","Urban",872,94,"Personal"
"6856","Urban",842,87,"Personal"
"6857","Urban",837,73,"Personal"
"6858","Urban",802,272,"Personal"
"6859","Urban",779,80,"Personal"
"6860","Urban",760,96,"Personal"
"6861","Urban",743,57,"Personal"
"6862","Urban",740,144,"Personal"
"6863","Urban",716,23,"Personal"
"6864","Urban",715,86,"Personal"
"6865","Urban",658,64,"Personal"
"6866","Urban",648,73,"Personal"
"6867","Urban",639,51,"Personal"
"6868","Urban",623,46,"Personal"
"6869","Urban",568,22,"Personal"
"6870","Urban",562,36,"Personal"
"6871","Urban",551,75,"Personal"
"6872","Urban",549,39,"Personal"
"6873","Urban",519,78,"Personal"
"6874","Urban",515,54,"Personal"
"6875","Urban",491,126,"Personal"
"6876","Urban",487,69,"Personal"
"6877","Urban",461,59,"Personal"
"6878","Urban",448,24,"Personal"
"6879","Urban",444,36,"Personal"
"6880","Urban",443,56,"Personal"
"6881","Urban",442,94,"Personal"
"6882","Urban",429,17,"Personal"
"6883","Urban",423,78,"Personal"
"6884","Urban",412,27,"Personal"
"6885","Urban",412,69,"Personal"
"6886","Urban",406,255,"Personal"
"6887","Urban",397,66,"Personal"
"6888","Urban",392,42,"Personal"
"6889","Urban",391,28,"Personal"
"6890","Urban",390,42,"Personal"
"6891","Urban",388,58,"Personal"
"6892","Urban",383,22,"Personal"
"6893","Urban",378,119,"Personal"
"6894","Urban",371,101,"Personal"
"6895","Urban",367,29,"Personal"
"6896","Urban",362,32,"Personal"
"6897","Urban",352,78,"Personal"
"6898","Urban",348,150,"Personal"
"6899","Urban",345,15,"Personal"
"6900","Urban",341,16,"Personal"
"6901","Urban",329,81,"Personal"
"6902","Urban",325,27,"Personal"
"6903","Urban",317,27,"Personal"
"6904","Urban",306,32,"Personal"
"6905","Urban",306,21,"Personal"
"6906","Urban",297,16,"Personal"
"6907","Urban",292,55,"Personal"
"6908","Urban",289,33,"Personal"
"6909","Urban",288,22,"Personal"
"6910","Urban",286,31,"Personal"
"6911","Urban",268,103,"Personal"
"6912","Urban",265,54,"Personal"
"6913","Urban",264,86,"Personal"
"6914","Urban",258,29,"Personal"
"6915","Urban",254,194,"Personal"
"6916","Urban",254,74,"Personal"
"6917","Urban",252,24,"Personal"
"6918","Urban",250,180,"Personal"
"6919","Urban",246,32,"Personal"
"6920","Urban",243,40,"Personal"
"6921","Urban",241,14,"Personal"
"6922","Urban",234,94,"Personal"
"6923","Urban",233,13,"Personal"
"6924","Urban",232,75,"Personal"
"6925","Urban",231,21,"Personal"
"6926","Urban",231,28,"Personal"
"6927","Urban",229,66,"Personal"
"6928","Urban",228,55,"Personal"
"6929","Urban",225,17,"Personal"
"6930","Urban",224,25,"Personal"
"6931","Urban",221,64,"Personal"
"6932","Urban",220,55,"Personal"
"6933","Urban",218,12,"Personal"
"6934","Urban",213,93,"Personal"
"6935","Urban",210,12,"Personal"
"6936","Urban",205,34,"Personal"
"6937","Urban",205,14,"Personal"
"6938","Urban",204,57,"Personal"
"6939","Urban",203,54,"Personal"
"6940","Urban",201,5,"Personal"
"6941","Urban",201,23,"Personal"
"6942","Urban",200,36,"Personal"
"6943","Urban",198,75,"Personal"
"6944","Urban",198,39,"Personal"
"6945","Urban",197,45,"Personal"
"6946","Urban",196,10,"Personal"
"6947","Urban",194,42,"Personal"
"6948","Urban",193,18,"Personal"
"6949","Urban",191,12,"Personal"
"6950","Urban",189,45,"Personal"
"6951","Urban",188,26,"Personal"
"6952","Urban",188,11,"Personal"
"6953","Urban",185,46,"Personal"
"6954","Urban",185,21,"Personal"
"6955","Urban",183,16,"Personal"
"6956","Urban",182,35,"Personal"
"6957","Urban",180,80,"Personal"
"6958","Urban",180,33,"Personal"
"6959","Urban",180,15,"Personal"
"6960","Urban",179,24,"Personal"
"6961","Urban",177,18,"Personal"
"6962","Urban",175,10,"Personal"
"6963","Urban",172,23,"Personal"
"6964","Urban",172,21,"Personal"
"6965","Urban",170,36,"Personal"
"6966","Urban",170,13,"Personal"
"6967","Urban",169,11,"Personal"
"6968","Urban",169,74,"Personal"
"6969","Urban",168,25,"Personal"
"6970","Urban",167,95,"Personal"
"6971","Urban",167,24,"Personal"
"6972","Urban",167,18,"Personal"
"6973","Urban",166,16,"Personal"
"6974","Urban",165,13,"Personal"
"6975","Urban",164,21,"Personal"
"6976","Urban",164,27,"Personal"
"6977","Urban",162,24,"Personal"
"6978","Urban",161,5,"Personal"
"6979","Urban",161,17,"Personal"
"6980","Urban",161,24,"Personal"
"6981","Urban",161,74,"Personal"
"6982","Urban",160,30,"Personal"
"6983","Urban",160,10,"Personal"
"6984","Urban",159,73,"Personal"
"6985","Urban",158,11,"Personal"
"6986","Urban",156,16,"Personal"
"6987","Urban",155,40,"Personal"
"6988","Urban",154,23,"Personal"
"6989","Urban",152,16,"Personal"
"6990","Urban",151,23,"Personal"
"6991","Urban",150,56,"Personal"
"6992","Urban",148,20,"Personal"
"6993","Urban",147,14,"Personal"
"6994","Urban",147,36,"Personal"
"6995","Urban",146,18,"Personal"
"6996","Urban",146,12,"Personal"
"6997","Urban",146,62,"Personal"
"6998","Urban",146,26,"Personal"
"6999","Urban",144,11,"Personal"
"7000","Urban",144,10,"Personal"
"7001","Urban",143,66,"Personal"
"7002","Urban",143,11,"Personal"
"7003","Urban",142,4,"Personal"
"7004","Urban",141,20,"Personal"
"7005","Urban",138,16,"Personal"
"7006","Urban",138,8,"Personal"
"7007","Urban",138,10,"Personal"
"7008","Urban",137,98,"Personal"
"7009","Urban",136,26,"Personal"
"7010","Urban",135,3,"Personal"
"7011","Urban",134,38,"Personal"
"7012","Urban",133,33,"Personal"
"7013","Urban",132,5,"Personal"
"7014","Urban",130,8,"Personal"
"7015","Urban",130,8,"Personal"
"7016","Urban",128,17,"Personal"
"7017","Urban",128,22,"Personal"
"7018","Urban",126,0,"Personal"
"7019","Urban",126,11,"Personal"
"7020","Urban",125,55,"Personal"
"7021","Urban",124,8,"Personal"
"7022","Urban",124,7,"Personal"
"7023","Urban",124,4,"Personal"
"7024","Urban",123,223,"Personal"
"7025","Urban",121,20,"Personal"
"7026","Urban",121,12,"Personal"
"7027","Urban",120,27,"Personal"
"7028","Urban",119,8,"Personal"
"7029","Urban",119,11,"Personal"
"7030","Urban",119,5,"Personal"
"7031","Urban",118,26,"Personal"
"7032","Urban",117,3,"Personal"
"7033","Urban",117,45,"Personal"
"7034","Urban",116,25,"Personal"
"7035","Urban",115,53,"Personal"
"7036","Urban",115,20,"Personal"
"7037","Urban",114,18,"Personal"
"7038","Urban",114,5,"Personal"
"7039","Urban",114,99,"Personal"
"7040","Urban",114,5,"Personal"
"7041","Urban",113,31,"Personal"
"7042","Urban",113,11,"Personal"
"7043","Urban",113,6,"Personal"
"7044","Urban",113,13,"Personal"
"7045","Urban",112,21,"Personal"
"7046","Urban",111,16,"Personal"
"7047","Urban",110,12,"Personal"
"7048","Urban",110,17,"Personal"
"7049","Urban",109,29,"Personal"
"7050","Urban",109,12,"Personal"
"7051","Urban",108,37,"Personal"
"7052","Urban",108,27,"Personal"
"7053","Urban",107,30,"Personal"
"7054","Urban",106,35,"Personal"
"7055","Urban",106,22,"Personal"
"7056","Urban",106,40,"Personal"
"7057","Urban",105,11,"Personal"
"7058","Urban",104,1,"Personal"
"7059","Urban",103,12,"Personal"
"7060","Urban",103,22,"Personal"
"7061","Urban",103,7,"Personal"
"7062","Urban",103,9,"Personal"
"7063","Urban",103,17,"Personal"
"7064","Urban",103,17,"Personal"
"7065","Urban",102,7,"Personal"
"7066","Urban",102,84,"Personal"
"7067","Urban",101,20,"Personal"
"7068","Urban",101,1,"Personal"
"7069","Urban",100,9,"Personal"
"7070","Urban",100,9,"Personal"
"7071","Urban",100,8,"Personal"
"7072","Urban",99,14,"Personal"
"7073","Urban",99,12,"Personal"
"7074","Urban",98,14,"Personal"
"7075","Urban",97,6,"Personal"
"7076","Urban",96,13,"Personal"
"7077","Urban",96,9,"Personal"
"7078","Urban",96,26,"Personal"
"7079","Urban",96,13,"Personal"
"7080","Urban",96,10,"Personal"
"7081","Urban",95,6,"Personal"
"7082","Urban",95,2,"Personal"
"7083","Urban",95,15,"Personal"
"7084","Urban",95,25,"Personal"
"7085","Urban",94,21,"Personal"
"7086","Urban",94,15,"Personal"
"7087","Urban",93,14,"Personal"
"7088","Urban",93,6,"Personal"
"7089","Urban",92,4,"Personal"
"7090","Urban",92,10,"Personal"
"7091","Urban",92,8,"Personal"
"7092","Urban",92,7,"Personal"
"7093","Urban",92,15,"Personal"
"7094","Urban",92,37,"Personal"
"7095","Urban",91,10,"Personal"
"7096","Urban",90,11,"Personal"
"7097","Urban",90,4,"Personal"
"7098","Urban",89,0,"Personal"
"7099","Urban",89,29,"Personal"
"7100","Urban",89,5,"Personal"
"7101","Urban",88,4,"Personal"
"7102","Urban",88,11,"Personal"
"7103","Urban",88,15,"Personal"
"7104","Urban",87,66,"Personal"
"7105","Urban",87,2,"Personal"
"7106","Urban",87,25,"Personal"
"7107","Urban",87,10,"Personal"
"7108","Urban",87,3,"Personal"
"7109","Urban",87,28,"Personal"
"7110","Urban",87,5,"Personal"
"7111","Urban",86,3,"Personal"
"7112","Urban",86,4,"Personal"
"7113","Urban",86,3,"Personal"
"7114","Urban",86,38,"Personal"
"7115","Urban",86,20,"Personal"
"7116","Urban",86,13,"Personal"
"7117","Urban",86,95,"Personal"
"7118","Urban",86,7,"Personal"
"7119","Urban",86,4,"Personal"
"7120","Urban",85,4,"Personal"
"7121","Urban",85,2,"Personal"
"7122","Urban",85,9,"Personal"
"7123","Urban",83,7,"Personal"
"7124","Urban",83,33,"Personal"
"7125","Urban",83,27,"Personal"
"7126","Urban",82,13,"Personal"
"7127","Urban",82,4,"Personal"
"7128","Urban",82,5,"Personal"
"7129","Urban",82,37,"Personal"
"7130","Urban",82,11,"Personal"
"7131","Urban",81,3,"Personal"
"7132","Urban",81,7,"Personal"
"7133","Urban",80,42,"Personal"
"7134","Urban",80,11,"Personal"
"7135","Urban",80,14,"Personal"
"7136","Urban",80,8,"Personal"
"7137","Urban",79,44,"Personal"
"7138","Urban",78,14,"Personal"
"7139","Urban",78,25,"Personal"
"7140","Urban",78,5,"Personal"
"7141","Urban",77,17,"Personal"
"7142","Urban",77,11,"Personal"
"7143","Urban",77,21,"Personal"
"7144","Urban",77,5,"Personal"
"7145","Urban",77,59,"Personal"
"7146","Urban",76,16,"Personal"
"7147","Urban",75,14,"Personal"
"7148","Urban",75,6,"Personal"
"7149","Urban",75,6,"Personal"
"7150","Urban",75,20,"Personal"
"7151","Urban",75,11,"Personal"
"7152","Urban",74,4,"Personal"
"7153","Urban",74,16,"Personal"
"7154","Urban",74,10,"Personal"
"7155","Urban",73,9,"Personal"
"7156","Urban",73,7,"Personal"
"7157","Urban",73,4,"Personal"
"7158","Urban",73,2,"Personal"
"7159","Urban",73,3,"Personal"
"7160","Urban",73,18,"Personal"
"7161","Urban",73,5,"Personal"
"7162","Urban",72,11,"Personal"
"7163","Urban",72,6,"Personal"
"7164","Urban",72,6,"Personal"
"7165","Urban",72,5,"Personal"
"7166","Urban",72,7,"Personal"
"7167","Urban",71,7,"Personal"
"7168","Urban",71,6,"Personal"
"7169","Urban",71,4,"Personal"
"7170","Urban",71,4,"Personal"
"7171","Urban",71,2,"Personal"
"7172","Urban",71,9,"Personal"
"7173","Urban",71,39,"Personal"
"7174","Urban",71,2,"Personal"
"7175","Urban",71,9,"Personal"
"7176","Urban",70,53,"Personal"
"7177","Urban",70,5,"Personal"
"7178","Urban",70,22,"Personal"
"7179","Urban",70,63,"Personal"
"7180","Urban",69,5,"Personal"
"7181","Urban",69,59,"Personal"
"7182","Urban",69,3,"Personal"
"7183","Urban",69,16,"Personal"
"7184","Urban",69,5,"Personal"
"7185","Urban",68,4,"Personal"
"7186","Urban",68,12,"Personal"
"7187","Urban",67,8,"Personal"
"7188","Urban",67,5,"Personal"
"7189","Urban",67,3,"Personal"
"7190","Urban",67,8,"Personal"
"7191","Urban",67,6,"Personal"
"7192","Urban",66,10,"Personal"
"7193","Urban",66,8,"Personal"
"7194","Urban",66,4,"Personal"
"7195","Urban",66,3,"Personal"
"7196","Urban",66,2,"Personal"
"7197","Urban",66,10,"Personal"
"7198","Urban",66,6,"Personal"
"7199","Urban",66,8,"Personal"
"7200","Urban",65,12,"Personal"
"7201","Urban",65,5,"Personal"
"7202","Urban",65,5,"Personal"
"7203","Urban",65,4,"Personal"
"7204","Urban",65,4,"Personal"
"7205","Urban",65,1,"Personal"
"7206","Urban",65,4,"Personal"
"7207","Urban",65,24,"Personal"
"7208","Urban",65,13,"Personal"
"7209","Urban",65,8,"Personal"
"7210","Urban",65,5,"Personal"
"7211","Urban",64,9,"Personal"
"7212","Urban",64,7,"Personal"
"7213","Urban",64,13,"Personal"
"7214","Urban",63,3,"Personal"
"7215","Urban",63,1,"Personal"
"7216","Urban",63,15,"Personal"
"7217","Urban",63,6,"Personal"
"7218","Urban",63,18,"Personal"
"7219","Urban",63,3,"Personal"
"7220","Urban",62,5,"Personal"
"7221","Urban",62,4,"Personal"
"7222","Urban",62,13,"Personal"
"7223","Urban",61,16,"Personal"
"7224","Urban",61,13,"Personal"
"7225","Urban",61,25,"Personal"
"7226","Urban",61,12,"Personal"
"7227","Urban",60,5,"Personal"
"7228","Urban",60,4,"Personal"
"7229","Urban",60,2,"Personal"
"7230","Urban",60,12,"Personal"
"7231","Urban",60,5,"Personal"
"7232","Urban",60,3,"Personal"
"7233","Urban",60,26,"Personal"
"7234","Urban",60,8,"Personal"
"7235","Urban",59,2,"Personal"
"7236","Urban",59,15,"Personal"
"7237","Urban",59,14,"Personal"
"7238","Urban",59,6,"Personal"
"7239","Urban",59,1,"Personal"
"7240","Urban",59,6,"Personal"
"7241","Urban",58,31,"Personal"
"7242","Urban",58,9,"Personal"
"7243","Urban",58,4,"Personal"
"7244","Urban",58,3,"Personal"
"7245","Urban",58,14,"Personal"
"7246","Urban",58,81,"Personal"
"7247","Urban",58,19,"Personal"
"7248","Urban",57,3,"Personal"
"7249","Urban",56,13,"Personal"
"7250","Urban",56,8,"Personal"
"7251","Urban",56,7,"Personal"
"7252","Urban",56,6,"Personal"
"7253","Urban",56,2,"Personal"
"7254","Urban",56,1,"Personal"
"7255","Urban",56,0,"Personal"
"7256","Urban",56,8,"Personal"
"7257","Urban",56,14,"Personal"
"7258","Urban",56,10,"Personal"
"7259","Urban",56,19,"Personal"
"7260","Urban",56,8,"Personal"
"7261","Urban",55,4,"Personal"
"7262","Urban",55,3,"Personal"
"7263","Urban",55,12,"Personal"
"7264","Urban",55,27,"Personal"
"7265","Urban",55,9,"Personal"
"7266","Urban",54,29,"Personal"
"7267","Urban",54,6,"Personal"
"7268","Urban",54,5,"Personal"
"7269","Urban",54,4,"Personal"
"7270","Urban",54,3,"Personal"
"7271","Urban",54,2,"Personal"
"7272","Urban",54,2,"Personal"
"7273","Urban",54,7,"Personal"
"7274","Urban",54,19,"Personal"
"7275","Urban",54,17,"Personal"
"7276","Urban",54,12,"Personal"
"7277","Urban",53,10,"Personal"
"7278","Urban",53,6,"Personal"
"7279","Urban",53,6,"Personal"
"7280","Urban",53,4,"Personal"
"7281","Urban",53,4,"Personal"
"7282","Urban",53,2,"Personal"
"7283","Urban",53,10,"Personal"
"7284","Urban",53,41,"Personal"
"7285","Urban",53,10,"Personal"
"7286","Urban",52,5,"Personal"
"7287","Urban",52,3,"Personal"
"7288","Urban",52,3,"Personal"
"7289","Urban",52,1,"Personal"
"7290","Urban",52,6,"Personal"
"7291","Urban",51,22,"Personal"
"7292","Urban",51,9,"Personal"
"7293","Urban",51,8,"Personal"
"7294","Urban",51,7,"Personal"
"7295","Urban",51,5,"Personal"
"7296","Urban",51,6,"Personal"
"7297","Urban",51,8,"Personal"
"7298","Urban",51,6,"Personal"
"7299","Urban",51,9,"Personal"
"7300","Urban",51,8,"Personal"
"7301","Urban",51,6,"Personal"
"7302","Urban",50,4,"Personal"
"7303","Urban",50,23,"Personal"
"7304","Urban",50,0,"Personal"
"7305","Urban",50,16,"Personal"
"7306","Urban",50,11,"Personal"
"7307","Urban",50,3,"Personal"
"7308","Urban",50,34,"Personal"
"7309","Urban",49,30,"Personal"
"7310","Urban",49,13,"Personal"
"7311","Urban",49,5,"Personal"
"7312","Urban",49,3,"Personal"
"7313","Urban",49,1,"Personal"
"7314","Urban",49,8,"Personal"
"7315","Urban",49,9,"Personal"
"7316","Urban",49,9,"Personal"
"7317","Urban",49,6,"Personal"
"7318","Urban",49,1,"Personal"
"7319","Urban",48,12,"Personal"
"7320","Urban",48,1,"Personal"
"7321","Urban",48,7,"Personal"
"7322","Urban",48,10,"Personal"
"7323","Urban",48,8,"Personal"
"7324","Urban",48,4,"Personal"
"7325","Urban",48,4,"Personal"
"7326","Urban",48,18,"Personal"
"7327","Urban",48,13,"Personal"
"7328","Urban",47,20,"Personal"
"7329","Urban",47,10,"Personal"
"7330","Urban",47,9,"Personal"
"7331","Urban",47,7,"Personal"
"7332","Urban",47,6,"Personal"
