"","rural_urban","favorite_count","retweet_count","official_private"
"12841","Urban",0,45,"Personal"
"12842","Urban",0,44,"Personal"
"12843","Urban",0,44,"Personal"
"12844","Urban",0,44,"Personal"
"12845","Urban",0,44,"Personal"
"12846","Urban",0,44,"Personal"
"12847","Urban",0,43,"Personal"
"12848","Urban",0,43,"Personal"
"12849","Urban",0,42,"Personal"
"12850","Urban",0,42,"Personal"
"12851","Urban",0,41,"Personal"
"12852","Urban",0,40,"Personal"
"12853","Urban",0,40,"Personal"
"12854","Urban",0,40,"Personal"
"12855","Urban",0,40,"Personal"
"12856","Urban",0,40,"Personal"
"12857","Urban",0,40,"Personal"
"12858","Urban",0,40,"Personal"
"12859","Urban",0,40,"Personal"
"12860","Urban",0,40,"Personal"
"12861","Urban",0,40,"Personal"
"12862","Urban",0,39,"Personal"
"12863","Urban",0,39,"Personal"
"12864","Urban",0,39,"Personal"
"12865","Urban",0,39,"Personal"
"12866","Urban",0,38,"Personal"
"12867","Urban",0,38,"Personal"
"12868","Urban",0,38,"Personal"
"12869","Urban",0,38,"Personal"
"12870","Urban",0,38,"Personal"
"12871","Urban",0,38,"Personal"
"12872","Urban",0,38,"Personal"
"12873","Urban",0,37,"Personal"
"12874","Urban",0,37,"Personal"
"12875","Urban",0,37,"Personal"
"12876","Urban",0,36,"Personal"
"12877","Urban",0,36,"Personal"
"12878","Urban",0,36,"Personal"
"12879","Urban",0,35,"Personal"
"12880","Urban",0,35,"Personal"
"12881","Urban",0,34,"Personal"
"12882","Urban",0,34,"Personal"
"12883","Urban",0,34,"Personal"
"12884","Urban",0,34,"Personal"
"12885","Urban",0,34,"Personal"
"12886","Urban",0,34,"Personal"
"12887","Urban",0,34,"Personal"
"12888","Urban",0,33,"Personal"
"12889","Urban",0,33,"Personal"
"12890","Urban",0,33,"Personal"
"12891","Urban",0,33,"Personal"
"12892","Urban",0,32,"Personal"
"12893","Urban",0,32,"Personal"
"12894","Urban",0,32,"Personal"
"12895","Urban",0,32,"Personal"
"12896","Urban",0,32,"Personal"
"12897","Urban",0,32,"Personal"
"12898","Urban",0,32,"Personal"
"12899","Urban",0,32,"Personal"
"12900","Urban",0,31,"Personal"
"12901","Urban",0,31,"Personal"
"12902","Urban",0,31,"Personal"
"12903","Urban",0,31,"Personal"
"12904","Urban",0,31,"Personal"
"12905","Urban",0,31,"Personal"
"12906","Urban",0,31,"Personal"
"12907","Urban",0,31,"Personal"
"12908","Urban",0,31,"Personal"
"12909","Urban",0,30,"Personal"
"12910","Urban",0,30,"Personal"
"12911","Urban",0,30,"Personal"
"12912","Urban",0,30,"Personal"
"12913","Urban",0,29,"Personal"
"12914","Urban",0,29,"Personal"
"12915","Urban",0,29,"Personal"
"12916","Urban",0,29,"Personal"
"12917","Urban",0,29,"Personal"
"12918","Urban",0,29,"Personal"
"12919","Urban",0,29,"Personal"
"12920","Urban",0,29,"Personal"
"12921","Urban",0,29,"Personal"
"12922","Urban",0,28,"Personal"
"12923","Urban",0,28,"Personal"
"12924","Urban",0,28,"Personal"
"12925","Urban",0,28,"Personal"
"12926","Urban",0,28,"Personal"
"12927","Urban",0,28,"Personal"
"12928","Urban",0,28,"Personal"
"12929","Urban",0,27,"Personal"
"12930","Urban",0,27,"Personal"
"12931","Urban",0,27,"Personal"
"12932","Urban",0,27,"Personal"
"12933","Urban",0,27,"Personal"
"12934","Urban",0,27,"Personal"
"12935","Urban",0,27,"Personal"
"12936","Urban",0,27,"Personal"
"12937","Urban",0,27,"Personal"
"12938","Urban",0,26,"Personal"
"12939","Urban",0,26,"Personal"
"12940","Urban",0,26,"Personal"
"12941","Urban",0,26,"Personal"
"12942","Urban",0,26,"Personal"
"12943","Urban",0,26,"Personal"
"12944","Urban",0,25,"Personal"
"12945","Urban",0,25,"Personal"
"12946","Urban",0,25,"Personal"
"12947","Urban",0,25,"Personal"
"12948","Urban",0,25,"Personal"
"12949","Urban",0,25,"Personal"
"12950","Urban",0,24,"Personal"
"12951","Urban",0,24,"Personal"
"12952","Urban",0,24,"Personal"
"12953","Urban",0,24,"Personal"
"12954","Urban",0,24,"Personal"
"12955","Urban",0,24,"Personal"
"12956","Urban",0,24,"Personal"
"12957","Urban",0,23,"Personal"
"12958","Urban",0,23,"Personal"
"12959","Urban",0,23,"Personal"
"12960","Urban",0,23,"Personal"
"12961","Urban",0,23,"Personal"
"12962","Urban",0,23,"Personal"
"12963","Urban",0,23,"Personal"
"12964","Urban",0,23,"Personal"
"12965","Urban",0,23,"Personal"
"12966","Urban",0,23,"Personal"
"12967","Urban",0,23,"Personal"
"12968","Urban",0,22,"Personal"
"12969","Urban",0,22,"Personal"
"12970","Urban",0,22,"Personal"
"12971","Urban",0,22,"Personal"
"12972","Urban",0,22,"Personal"
"12973","Urban",0,22,"Personal"
"12974","Urban",0,22,"Personal"
"12975","Urban",0,22,"Personal"
"12976","Urban",0,21,"Personal"
"12977","Urban",0,21,"Personal"
"12978","Urban",0,21,"Personal"
"12979","Urban",0,21,"Personal"
"12980","Urban",0,21,"Personal"
"12981","Urban",0,21,"Personal"
"12982","Urban",0,21,"Personal"
"12983","Urban",0,21,"Personal"
"12984","Urban",0,21,"Personal"
"12985","Urban",0,21,"Personal"
"12986","Urban",0,20,"Personal"
"12987","Urban",0,20,"Personal"
"12988","Urban",0,20,"Personal"
"12989","Urban",0,20,"Personal"
"12990","Urban",0,20,"Personal"
"12991","Urban",0,20,"Personal"
"12992","Urban",0,20,"Personal"
"12993","Urban",0,20,"Personal"
"12994","Urban",0,20,"Personal"
"12995","Urban",0,20,"Personal"
"12996","Urban",0,20,"Personal"
"12997","Urban",0,20,"Personal"
"12998","Urban",0,19,"Personal"
"12999","Urban",0,19,"Personal"
"13000","Urban",0,19,"Personal"
"13001","Urban",0,19,"Personal"
"13002","Urban",0,19,"Personal"
"13003","Urban",0,19,"Personal"
"13004","Urban",0,19,"Personal"
"13005","Urban",0,19,"Personal"
"13006","Urban",0,19,"Personal"
"13007","Urban",0,19,"Personal"
"13008","Urban",0,19,"Personal"
"13009","Urban",0,18,"Personal"
"13010","Urban",0,18,"Personal"
"13011","Urban",0,18,"Personal"
"13012","Urban",0,18,"Personal"
"13013","Urban",0,18,"Personal"
"13014","Urban",0,18,"Personal"
"13015","Urban",0,18,"Personal"
"13016","Urban",0,18,"Personal"
"13017","Urban",0,18,"Personal"
"13018","Urban",0,18,"Personal"
"13019","Urban",0,18,"Personal"
"13020","Urban",0,18,"Personal"
"13021","Urban",0,18,"Personal"
"13022","Urban",0,18,"Personal"
"13023","Urban",0,18,"Personal"
"13024","Urban",0,18,"Personal"
"13025","Urban",0,18,"Personal"
"13026","Urban",0,17,"Personal"
"13027","Urban",0,17,"Personal"
"13028","Urban",0,17,"Personal"
"13029","Urban",0,17,"Personal"
"13030","Urban",0,17,"Personal"
"13031","Urban",0,17,"Personal"
"13032","Urban",0,17,"Personal"
"13033","Urban",0,17,"Personal"
"13034","Urban",0,17,"Personal"
"13035","Urban",0,17,"Personal"
"13036","Urban",0,17,"Personal"
"13037","Urban",0,17,"Personal"
"13038","Urban",0,17,"Personal"
"13039","Urban",0,17,"Personal"
"13040","Urban",0,17,"Personal"
"13041","Urban",0,17,"Personal"
"13042","Urban",0,17,"Personal"
"13043","Urban",0,16,"Personal"
"13044","Urban",0,16,"Personal"
"13045","Urban",0,16,"Personal"
"13046","Urban",0,16,"Personal"
"13047","Urban",0,16,"Personal"
"13048","Urban",0,16,"Personal"
"13049","Urban",0,16,"Personal"
"13050","Urban",0,16,"Personal"
"13051","Urban",0,16,"Personal"
"13052","Urban",0,16,"Personal"
"13053","Urban",0,16,"Personal"
"13054","Urban",0,16,"Personal"
"13055","Urban",0,16,"Personal"
"13056","Urban",0,16,"Personal"
"13057","Urban",0,16,"Personal"
"13058","Urban",0,16,"Personal"
"13059","Urban",0,16,"Personal"
"13060","Urban",0,16,"Personal"
"13061","Urban",0,16,"Personal"
"13062","Urban",0,16,"Personal"
"13063","Urban",0,15,"Personal"
"13064","Urban",0,15,"Personal"
"13065","Urban",0,15,"Personal"
"13066","Urban",0,15,"Personal"
"13067","Urban",0,15,"Personal"
"13068","Urban",0,15,"Personal"
"13069","Urban",0,15,"Personal"
"13070","Urban",0,15,"Personal"
"13071","Urban",0,15,"Personal"
"13072","Urban",0,15,"Personal"
"13073","Urban",0,15,"Personal"
"13074","Urban",0,15,"Personal"
"13075","Urban",0,15,"Personal"
"13076","Urban",0,15,"Personal"
"13077","Urban",0,15,"Personal"
"13078","Urban",0,15,"Personal"
"13079","Urban",0,15,"Personal"
"13080","Urban",0,15,"Personal"
"13081","Urban",0,15,"Personal"
"13082","Urban",0,14,"Personal"
"13083","Urban",0,14,"Personal"
"13084","Urban",0,14,"Personal"
"13085","Urban",0,14,"Personal"
"13086","Urban",0,14,"Personal"
"13087","Urban",0,14,"Personal"
"13088","Urban",0,14,"Personal"
"13089","Urban",0,14,"Personal"
"13090","Urban",0,14,"Personal"
"13091","Urban",0,14,"Personal"
"13092","Urban",0,14,"Personal"
"13093","Urban",0,14,"Personal"
"13094","Urban",0,14,"Personal"
"13095","Urban",0,14,"Personal"
"13096","Urban",0,14,"Personal"
"13097","Urban",0,14,"Personal"
"13098","Urban",0,14,"Personal"
"13099","Urban",0,14,"Personal"
"13100","Urban",0,14,"Personal"
"13101","Urban",0,14,"Personal"
"13102","Urban",0,13,"Personal"
"13103","Urban",0,13,"Personal"
"13104","Urban",0,13,"Personal"
"13105","Urban",0,13,"Personal"
"13106","Urban",0,13,"Personal"
"13107","Urban",0,13,"Personal"
"13108","Urban",0,13,"Personal"
"13109","Urban",0,13,"Personal"
"13110","Urban",0,13,"Personal"
"13111","Urban",0,13,"Personal"
"13112","Urban",0,13,"Personal"
"13113","Urban",0,13,"Personal"
"13114","Urban",0,13,"Personal"
"13115","Urban",0,13,"Personal"
"13116","Urban",0,13,"Personal"
"13117","Urban",0,13,"Personal"
"13118","Urban",0,13,"Personal"
"13119","Urban",0,13,"Personal"
"13120","Urban",0,13,"Personal"
"13121","Urban",0,12,"Personal"
"13122","Urban",0,12,"Personal"
"13123","Urban",0,12,"Personal"
"13124","Urban",0,12,"Personal"
"13125","Urban",0,12,"Personal"
"13126","Urban",0,12,"Personal"
"13127","Urban",0,12,"Personal"
"13128","Urban",0,12,"Personal"
"13129","Urban",0,12,"Personal"
"13130","Urban",0,12,"Personal"
"13131","Urban",0,12,"Personal"
"13132","Urban",0,12,"Personal"
"13133","Urban",0,12,"Personal"
"13134","Urban",0,12,"Personal"
"13135","Urban",0,12,"Personal"
"13136","Urban",0,12,"Personal"
"13137","Urban",0,12,"Personal"
"13138","Urban",0,11,"Personal"
"13139","Urban",0,11,"Personal"
"13140","Urban",0,11,"Personal"
"13141","Urban",0,11,"Personal"
"13142","Urban",0,11,"Personal"
"13143","Urban",0,11,"Personal"
"13144","Urban",0,11,"Personal"
"13145","Urban",0,11,"Personal"
"13146","Urban",0,11,"Personal"
"13147","Urban",0,11,"Personal"
"13148","Urban",0,11,"Personal"
"13149","Urban",0,11,"Personal"
"13150","Urban",0,11,"Personal"
"13151","Urban",0,11,"Personal"
"13152","Urban",0,11,"Personal"
"13153","Urban",0,11,"Personal"
"13154","Urban",0,11,"Personal"
"13155","Urban",0,11,"Personal"
"13156","Urban",0,11,"Personal"
"13157","Urban",0,11,"Personal"
"13158","Urban",0,11,"Personal"
"13159","Urban",0,11,"Personal"
"13160","Urban",0,11,"Personal"
"13161","Urban",0,11,"Personal"
"13162","Urban",0,11,"Personal"
"13163","Urban",0,11,"Personal"
"13164","Urban",0,11,"Personal"
"13165","Urban",0,11,"Personal"
"13166","Urban",0,11,"Personal"
"13167","Urban",0,11,"Personal"
"13168","Urban",0,11,"Personal"
"13169","Urban",0,11,"Personal"
"13170","Urban",0,11,"Personal"
"13171","Urban",0,11,"Personal"
"13172","Urban",0,10,"Personal"
"13173","Urban",0,10,"Personal"
"13174","Urban",0,10,"Personal"
"13175","Urban",0,10,"Personal"
"13176","Urban",0,10,"Personal"
"13177","Urban",0,10,"Personal"
"13178","Urban",0,10,"Personal"
"13179","Urban",0,10,"Personal"
"13180","Urban",0,10,"Personal"
"13181","Urban",0,10,"Personal"
"13182","Urban",0,10,"Personal"
"13183","Urban",0,10,"Personal"
"13184","Urban",0,10,"Personal"
"13185","Urban",0,10,"Personal"
"13186","Urban",0,10,"Personal"
"13187","Urban",0,10,"Personal"
"13188","Urban",0,10,"Personal"
"13189","Urban",0,10,"Personal"
"13190","Urban",0,10,"Personal"
"13191","Urban",0,10,"Personal"
"13192","Urban",0,10,"Personal"
"13193","Urban",0,10,"Personal"
"13194","Urban",0,10,"Personal"
"13195","Urban",0,10,"Personal"
"13196","Urban",0,10,"Personal"
"13197","Urban",0,10,"Personal"
"13198","Urban",0,10,"Personal"
"13199","Urban",0,10,"Personal"
"13200","Urban",0,10,"Personal"
"13201","Urban",0,10,"Personal"
"13202","Urban",0,10,"Personal"
"13203","Urban",0,10,"Personal"
"13204","Urban",0,10,"Personal"
"13205","Urban",0,10,"Personal"
"13206","Urban",0,10,"Personal"
"13207","Urban",0,10,"Personal"
"13208","Urban",0,10,"Personal"
"13209","Urban",0,9,"Personal"
"13210","Urban",0,9,"Personal"
"13211","Urban",0,9,"Personal"
"13212","Urban",0,9,"Personal"
"13213","Urban",0,9,"Personal"
"13214","Urban",0,9,"Personal"
"13215","Urban",0,9,"Personal"
"13216","Urban",0,9,"Personal"
"13217","Urban",0,9,"Personal"
"13218","Urban",0,9,"Personal"
"13219","Urban",0,9,"Personal"
"13220","Urban",0,9,"Personal"
"13221","Urban",0,9,"Personal"
"13222","Urban",0,9,"Personal"
"13223","Urban",0,9,"Personal"
"13224","Urban",0,9,"Personal"
"13225","Urban",0,9,"Personal"
"13226","Urban",0,9,"Personal"
"13227","Urban",0,9,"Personal"
"13228","Urban",0,9,"Personal"
"13229","Urban",0,9,"Personal"
"13230","Urban",0,9,"Personal"
"13231","Urban",0,9,"Personal"
"13232","Urban",0,9,"Personal"
"13233","Urban",0,9,"Personal"
"13234","Urban",0,9,"Personal"
"13235","Urban",0,9,"Personal"
"13236","Urban",0,9,"Personal"
"13237","Urban",0,9,"Personal"
"13238","Urban",0,9,"Personal"
"13239","Urban",0,9,"Personal"
"13240","Urban",0,9,"Personal"
"13241","Urban",0,9,"Personal"
"13242","Urban",0,9,"Personal"
"13243","Urban",0,9,"Personal"
"13244","Urban",0,9,"Personal"
"13245","Urban",0,9,"Personal"
"13246","Urban",0,9,"Personal"
"13247","Urban",0,9,"Personal"
"13248","Urban",0,9,"Personal"
"13249","Urban",0,9,"Personal"
"13250","Urban",0,9,"Personal"
"13251","Urban",0,8,"Personal"
"13252","Urban",0,8,"Personal"
"13253","Urban",0,8,"Personal"
"13254","Urban",0,8,"Personal"
"13255","Urban",0,8,"Personal"
"13256","Urban",0,8,"Personal"
"13257","Urban",0,8,"Personal"
"13258","Urban",0,8,"Personal"
"13259","Urban",0,8,"Personal"
"13260","Urban",0,8,"Personal"
"13261","Urban",0,8,"Personal"
"13262","Urban",0,8,"Personal"
"13263","Urban",0,8,"Personal"
"13264","Urban",0,8,"Personal"
"13265","Urban",0,8,"Personal"
"13266","Urban",0,8,"Personal"
"13267","Urban",0,8,"Personal"
"13268","Urban",0,8,"Personal"
"13269","Urban",0,8,"Personal"
"13270","Urban",0,8,"Personal"
"13271","Urban",0,8,"Personal"
"13272","Urban",0,8,"Personal"
"13273","Urban",0,8,"Personal"
"13274","Urban",0,8,"Personal"
"13275","Urban",0,8,"Personal"
"13276","Urban",0,8,"Personal"
"13277","Urban",0,8,"Personal"
"13278","Urban",0,8,"Personal"
"13279","Urban",0,8,"Personal"
"13280","Urban",0,8,"Personal"
"13281","Urban",0,8,"Personal"
"13282","Urban",0,8,"Personal"
"13283","Urban",0,8,"Personal"
"13284","Urban",0,8,"Personal"
"13285","Urban",0,8,"Personal"
"13286","Urban",0,8,"Personal"
"13287","Urban",0,7,"Personal"
"13288","Urban",0,7,"Personal"
"13289","Urban",0,7,"Personal"
"13290","Urban",0,7,"Personal"
"13291","Urban",0,7,"Personal"
"13292","Urban",0,7,"Personal"
"13293","Urban",0,7,"Personal"
"13294","Urban",0,7,"Personal"
"13295","Urban",0,7,"Personal"
"13296","Urban",0,7,"Personal"
"13297","Urban",0,7,"Personal"
"13298","Urban",0,7,"Personal"
"13299","Urban",0,7,"Personal"
"13300","Urban",0,7,"Personal"
"13301","Urban",0,7,"Personal"
"13302","Urban",0,7,"Personal"
"13303","Urban",0,7,"Personal"
"13304","Urban",0,7,"Personal"
"13305","Urban",0,7,"Personal"
"13306","Urban",0,7,"Personal"
"13307","Urban",0,7,"Personal"
"13308","Urban",0,7,"Personal"
"13309","Urban",0,7,"Personal"
"13310","Urban",0,7,"Personal"
"13311","Urban",0,7,"Personal"
"13312","Urban",0,7,"Personal"
"13313","Urban",0,7,"Personal"
"13314","Urban",0,7,"Personal"
"13315","Urban",0,7,"Personal"
"13316","Urban",0,7,"Personal"
"13317","Urban",0,7,"Personal"
"13318","Urban",0,7,"Personal"
"13319","Urban",0,7,"Personal"
"13320","Urban",0,7,"Personal"
"13321","Urban",0,7,"Personal"
"13322","Urban",0,7,"Personal"
"13323","Urban",0,7,"Personal"
"13324","Urban",0,7,"Personal"
"13325","Urban",0,7,"Personal"
"13326","Urban",0,7,"Personal"
"13327","Urban",0,6,"Personal"
"13328","Urban",0,6,"Personal"
"13329","Urban",0,6,"Personal"
"13330","Urban",0,6,"Personal"
"13331","Urban",0,6,"Personal"
"13332","Urban",0,6,"Personal"
"13333","Urban",0,6,"Personal"
"13334","Urban",0,6,"Personal"
"13335","Urban",0,6,"Personal"
"13336","Urban",0,6,"Personal"
"13337","Urban",0,6,"Personal"
"13338","Urban",0,6,"Personal"
"13339","Urban",0,6,"Personal"
"13340","Urban",0,6,"Personal"
"13341","Urban",0,6,"Personal"
"13342","Urban",0,6,"Personal"
"13343","Urban",0,6,"Personal"
"13344","Urban",0,6,"Personal"
"13345","Urban",0,6,"Personal"
"13346","Urban",0,6,"Personal"
"13347","Urban",0,6,"Personal"
"13348","Urban",0,6,"Personal"
"13349","Urban",0,6,"Personal"
"13350","Urban",0,6,"Personal"
"13351","Urban",0,6,"Personal"
"13352","Urban",0,6,"Personal"
"13353","Urban",0,6,"Personal"
"13354","Urban",0,6,"Personal"
"13355","Urban",0,6,"Personal"
"13356","Urban",0,6,"Personal"
"13357","Urban",0,6,"Personal"
"13358","Urban",0,6,"Personal"
"13359","Urban",0,6,"Personal"
"13360","Urban",0,6,"Personal"
"13361","Urban",0,6,"Personal"
"13362","Urban",0,6,"Personal"
"13363","Urban",0,6,"Personal"
"13364","Urban",0,6,"Personal"
"13365","Urban",0,6,"Personal"
"13366","Urban",0,6,"Personal"
"13367","Urban",0,5,"Personal"
"13368","Urban",0,5,"Personal"
"13369","Urban",0,5,"Personal"
"13370","Urban",0,5,"Personal"
"13371","Urban",0,5,"Personal"
"13372","Urban",0,5,"Personal"
"13373","Urban",0,5,"Personal"
"13374","Urban",0,5,"Personal"
"13375","Urban",0,5,"Personal"
"13376","Urban",0,5,"Personal"
"13377","Urban",0,5,"Personal"
"13378","Urban",0,5,"Personal"
"13379","Urban",0,5,"Personal"
"13380","Urban",0,5,"Personal"
"13381","Urban",0,5,"Personal"
"13382","Urban",0,5,"Personal"
"13383","Urban",0,5,"Personal"
"13384","Urban",0,5,"Personal"
"13385","Urban",0,5,"Personal"
"13386","Urban",0,5,"Personal"
"13387","Urban",0,5,"Personal"
"13388","Urban",0,5,"Personal"
"13389","Urban",0,5,"Personal"
"13390","Urban",0,5,"Personal"
"13391","Urban",0,5,"Personal"
"13392","Urban",0,5,"Personal"
"13393","Urban",0,5,"Personal"
"13394","Urban",0,5,"Personal"
"13395","Urban",0,5,"Personal"
"13396","Urban",0,5,"Personal"
"13397","Urban",0,5,"Personal"
"13398","Urban",0,5,"Personal"
"13399","Urban",0,5,"Personal"
"13400","Urban",0,5,"Personal"
"13401","Urban",0,5,"Personal"
"13402","Urban",0,5,"Personal"
"13403","Urban",0,5,"Personal"
"13404","Urban",0,5,"Personal"
"13405","Urban",0,5,"Personal"
"13406","Urban",0,5,"Personal"
"13407","Urban",0,5,"Personal"
"13408","Urban",0,5,"Personal"
"13409","Urban",0,5,"Personal"
"13410","Urban",0,5,"Personal"
"13411","Urban",0,5,"Personal"
"13412","Urban",0,5,"Personal"
"13413","Urban",0,5,"Personal"
"13414","Urban",0,5,"Personal"
"13415","Urban",0,5,"Personal"
"13416","Urban",0,5,"Personal"
"13417","Urban",0,5,"Personal"
"13418","Urban",0,5,"Personal"
"13419","Urban",0,5,"Personal"
"13420","Urban",0,5,"Personal"
"13421","Urban",0,5,"Personal"
"13422","Urban",0,5,"Personal"
"13423","Urban",0,5,"Personal"
"13424","Urban",0,5,"Personal"
"13425","Urban",0,5,"Personal"
"13426","Urban",0,5,"Personal"
"13427","Urban",0,5,"Personal"
"13428","Urban",0,5,"Personal"
"13429","Urban",0,5,"Personal"
"13430","Urban",0,5,"Personal"
"13431","Urban",0,5,"Personal"
"13432","Urban",0,5,"Personal"
"13433","Urban",0,5,"Personal"
"13434","Urban",0,5,"Personal"
"13435","Urban",0,5,"Personal"
"13436","Urban",0,4,"Personal"
"13437","Urban",0,4,"Personal"
"13438","Urban",0,4,"Personal"
"13439","Urban",0,4,"Personal"
"13440","Urban",0,4,"Personal"
"13441","Urban",0,4,"Personal"
"13442","Urban",0,4,"Personal"
"13443","Urban",0,4,"Personal"
"13444","Urban",0,4,"Personal"
"13445","Urban",0,4,"Personal"
"13446","Urban",0,4,"Personal"
"13447","Urban",0,4,"Personal"
"13448","Urban",0,4,"Personal"
"13449","Urban",0,4,"Personal"
"13450","Urban",0,4,"Personal"
"13451","Urban",0,4,"Personal"
"13452","Urban",0,4,"Personal"
"13453","Urban",0,4,"Personal"
"13454","Urban",0,4,"Personal"
"13455","Urban",0,4,"Personal"
"13456","Urban",0,4,"Personal"
"13457","Urban",0,4,"Personal"
"13458","Urban",0,4,"Personal"
"13459","Urban",0,4,"Personal"
"13460","Urban",0,4,"Personal"
"13461","Urban",0,4,"Personal"
"13462","Urban",0,4,"Personal"
"13463","Urban",0,4,"Personal"
"13464","Urban",0,4,"Personal"
"13465","Urban",0,4,"Personal"
"13466","Urban",0,4,"Personal"
"13467","Urban",0,4,"Personal"
"13468","Urban",0,4,"Personal"
"13469","Urban",0,4,"Personal"
"13470","Urban",0,4,"Personal"
"13471","Urban",0,4,"Personal"
"13472","Urban",0,4,"Personal"
"13473","Urban",0,4,"Personal"
"13474","Urban",0,4,"Personal"
"13475","Urban",0,4,"Personal"
"13476","Urban",0,4,"Personal"
"13477","Urban",0,4,"Personal"
